#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
P8_megaHit.fasta	k191_102549	10	342	+	hcp1	1-333/489	========/==....	2/2	67.89	81.74	vfdb	NP_248775	(hcp1) type VI secretion system substrate Hcp1 [HSI-1 (VF0334) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]	
P8_megaHit.fasta	k191_103271	1	525	-	fliA	65-586/744	.=======/====..	1/3	70.16	80.38	vfdb	NP_250146	(fliA) flagellar biosynthesis sigma factor FliA [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]	
P8_megaHit.fasta	k191_10430	2	491	-	crc	140-629/780	..===========..	0/0	62.82	80.82	vfdb	NP_254019	(crc) catabolite repression control protein [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1]	
P8_megaHit.fasta	k191_118754	659	1102	+	flgC	1-441/441	========/======	5/9	99.32	82.10	vfdb	NP_249769	(flgC) flagellar basal-body rod protein FlgC [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]	
P8_megaHit.fasta	k191_129440	1040	1503	-	motC	278-741/741	.....==========	0/0	62.62	81.25	vfdb	NP_250151	(motC) flagellar motor protein [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]	
P8_megaHit.fasta	k191_133054	1	338	+	hcp/tssD	100-437/492	...===========.	0/0	68.70	80.47	vfdb	WP_002902160	(hcp/tssD) type VI secretion system protein Hcp family [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	
P8_megaHit.fasta	k191_138121	154	795	+	fliM	1-642/972	========/==....	2/2	65.95	88.18	vfdb	NP_250134	(fliM) flagellar motor switch protein FliM [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]	
P8_megaHit.fasta	k191_145272	2076	2549	+	hsiB1/vipA/tssB	21-494/519	===============	0/0	91.33	87.34	vfdb	NP_248773	(hsiB1/vipA/tssB) type VI secretion system tubule-forming protein VipA [HSI-1 (VF0334) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]	
P8_megaHit.fasta	k191_153262	1	1115	+	alg8	119-1233/1485	.============..	0/0	75.08	83.14	vfdb	NP_252231	(alg8) alginate-c5-mannuronan-epimerase AlgG [Alginate (VF0091) - Biofilm (VFC0271)] [Pseudomonas aeruginosa PAO1]	
P8_megaHit.fasta	k191_156438	401	1894	-	rpoN	1-1494/1494	========/======	5/10	99.67	83.06	vfdb	NP_253152	(rpoN) RNA polymerase factor sigma-54 [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1]	
P8_megaHit.fasta	k191_161092	222	1037	-	PA3348	12-824/825	========/======	3/5	98.42	81.15	vfdb	NP_252038	(PA3348) chemotaxis protein methyltransferase [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]	
P8_megaHit.fasta	k191_162540	567	1644	-	dotU1	265-1342/1350	..======/======	2/4	79.70	80.19	vfdb	NP_248768	(dotU1) type VI secretion system protein DotU [HSI-1 (VF0334) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]	
P8_megaHit.fasta	k191_16443	96	635	-	motC	202-741/741	....===========	0/0	72.87	80.93	vfdb	NP_250151	(motC) flagellar motor protein [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]	
P8_megaHit.fasta	k191_166537	2928	3567	+	fliM	1-640/972	========/==....	2/2	65.74	87.68	vfdb	NP_250134	(fliM) flagellar motor switch protein FliM [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]	
P8_megaHit.fasta	k191_166944	613	1421	-	fleN	10-818/843	========/======	2/2	95.85	83.09	vfdb	NP_250145	(fleN) flagellar synthesis regulator FleN [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]	
P8_megaHit.fasta	k191_167547	1	622	+	fliG	394-1015/1017	.....===/======	2/2	61.06	84.59	vfdb	NP_249793	(fliG) flagellar motor switch protein G [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]	
P8_megaHit.fasta	k191_170806	132	575	+	flgC	1-441/441	========/======	1/3	100.00	82.21	vfdb	NP_249769	(flgC) flagellar basal-body rod protein FlgC [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]	
P8_megaHit.fasta	k191_180504	217	669	+	PA1464	28-480/480	===============	0/0	94.38	88.08	vfdb	NP_250155	(PA1464) purine-binding chemotaxis protein [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]	
P8_megaHit.fasta	k191_180861	86	822	-	motC	1-737/741	===============	0/0	99.46	80.33	vfdb	NP_250151	(motC) flagellar motor protein [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]	
P8_megaHit.fasta	k191_181646	88	472	+	pilG	1-385/408	===============	0/0	94.36	82.08	vfdb	NP_249099	(pilG) twitching motility protein PilG [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1]	
P8_megaHit.fasta	k191_193736	210	780	+	algU	1-571/582	===============	0/0	98.11	80.39	vfdb	NP_249453	(algU) alginate biosynthesis protein AlgZ/FimS [Alginate (VF0091) - Biofilm (VFC0271)] [Pseudomonas aeruginosa PAO1]	
P8_megaHit.fasta	k191_200217	183	1032	+	motA	1-850/852	========/======	2/2	99.65	80.14	vfdb	NP_253641	(motA) flagellar motor protein [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]	
P8_megaHit.fasta	k191_205554	447	958	+	pvdS	1-512/564	==============.	0/0	90.78	83.79	vfdb	NP_251116	(pvdS) extracytoplasmic-function sigma-70 factor  [Pyoverdine (VF0094) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas aeruginosa PAO1]	
P8_megaHit.fasta	k191_213799	1593	2072	+	hcp/tssD	1-480/492	===============	0/0	97.56	80.00	vfdb	WP_002902160	(hcp/tssD) type VI secretion system protein Hcp family [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	
P8_megaHit.fasta	k191_215601	215	793	+	flgG	8-586/786	========/===...	2/2	73.54	83.10	vfdb	NP_249773	(flgG) flagellar basal-body rod protein FlgG [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]	
P8_megaHit.fasta	k191_220299	289	756	-	hcp1	1-468/489	========/======	2/2	95.50	82.52	vfdb	NP_248775	(hcp1) type VI secretion system substrate Hcp1 [HSI-1 (VF0334) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]	
P8_megaHit.fasta	k191_226864	24	800	-	pvdO	77-853/855	.=======/======	6/8	90.41	80.15	vfdb	NP_251085	(pvdO) pyoverdine biosynthesis protein PvdO [Pyoverdine (VF0094) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas aeruginosa PAO1]	
P8_megaHit.fasta	k191_230424	188	582	-	pilG	1-395/408	===============	0/0	96.81	83.54	vfdb	NP_249099	(pilG) twitching motility protein PilG [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1]	
P8_megaHit.fasta	k191_230680	462	904	-	fliN	23-474/474	========/======	7/13	93.04	81.06	vfdb	NP_250135	(fliN) flagellar motor switch protein FliN [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]	
P8_megaHit.fasta	k191_231804	1728	2752	+	algI	1-1025/1563	==========.....	0/0	65.58	86.63	vfdb	NP_252238	(algI) alginate o-acetyltransferase AlgI [Alginate (VF0091) - Biofilm (VFC0271)] [Pseudomonas aeruginosa PAO1]	
P8_megaHit.fasta	k191_232638	10	734	-	algW	316-1040/1170	...=====/=====.	5/10	61.54	80.00	vfdb	NP_253136	(algW) AlgW protein [Alginate (VF0091) - Biofilm (VFC0271)] [Pseudomonas aeruginosa PAO1]	
P8_megaHit.fasta	k191_255283	118	441	+	PA1464	28-351/480	===========....	0/0	67.50	84.57	vfdb	NP_250155	(PA1464) purine-binding chemotaxis protein [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]	
P8_megaHit.fasta	k191_260484	187	552	-	pilH	1-366/366	===============	0/0	100.00	83.06	vfdb	NP_249100	(pilH) twitching motility protein PilH [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1]	
P8_megaHit.fasta	k191_272007	447	762	-	fliN	159-474/474	....====/======	7/14	65.19	84.83	vfdb	NP_250135	(fliN) flagellar motor switch protein FliN [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]	
P8_megaHit.fasta	k191_277774	1	545	+	fliP	215-759/768	....===========	0/0	70.96	84.04	vfdb	NP_250137	(fliP) flagellar biosynthetic protein FliP [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]	
P8_megaHit.fasta	k191_277774	559	758	+	fliQ	1-199/270	========/===...	1/1	73.70	85.00	vfdb	NP_250138	(fliQ) flagellar biosynthetic protein FliQ [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]	
P8_megaHit.fasta	k191_28013	343	1345	+	rpoS	1-1003/1005	========/======	7/14	99.10	81.19	vfdb	NP_252312	(rpoS) RNA polymerase sigma factor RpoS [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1]	
P8_megaHit.fasta	k191_280368	6	667	-	fliG	160-821/1017	..===========..	0/0	65.09	84.74	vfdb	NP_249793	(fliG) flagellar motor switch protein G [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]	
P8_megaHit.fasta	k191_290932	6967	7775	-	waaF	164-972/1038	..=============	0/0	77.94	80.22	vfdb	NP_253699	(waaF) heptosyltransferase I [LPS (VF0085) - Immune modulation (VFC0258)] [Pseudomonas aeruginosa PAO1]	
P8_megaHit.fasta	k191_293698	18	461	-	flgC	1-441/441	========/======	3/5	99.77	85.17	vfdb	NP_249769	(flgC) flagellar basal-body rod protein FlgC [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]	
P8_megaHit.fasta	k191_302868	2	369	-	pvdS	1-368/564	==========.....	0/0	65.25	81.25	vfdb	NP_251116	(pvdS) extracytoplasmic-function sigma-70 factor  [Pyoverdine (VF0094) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas aeruginosa PAO1]	
P8_megaHit.fasta	k191_304929	818	1558	-	motC	1-741/741	===============	0/0	100.00	80.03	vfdb	NP_250151	(motC) flagellar motor protein [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]	
P8_megaHit.fasta	k191_305780	276	1679	-	algA	1-1404/1446	========/======	2/2	97.03	80.92	vfdb	NP_252241	(algA) phosphomannose isomerase / guanosine 5'-diphospho-D-mannose pyrophosphorylase [Alginate (VF0091) - Biofilm (VFC0271)] [Pseudomonas aeruginosa PAO1]	
P8_megaHit.fasta	k191_307096	31	585	+	bvrR	160-714/720	...=====/======	6/12	76.25	80.04	vfdb	WP_002965156	(bvrR) response regulator transcription factor [BvrR-BvrS (VF0368) - Regulation (VFC0301)] [Brucella melitensis bv. 1 str. 16M]	
P8_megaHit.fasta	k191_307839	61	338	-	pilG	118-395/408	....===========	0/0	68.14	84.53	vfdb	NP_249099	(pilG) twitching motility protein PilG [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1]	
P8_megaHit.fasta	k191_308641	34	1140	-	algA	298-1404/1446	...============	0/0	76.56	81.57	vfdb	NP_252241	(algA) phosphomannose isomerase / guanosine 5'-diphospho-D-mannose pyrophosphorylase [Alginate (VF0091) - Biofilm (VFC0271)] [Pseudomonas aeruginosa PAO1]	
P8_megaHit.fasta	k191_313986	236	946	+	fliP	49-759/768	===============	0/0	92.58	83.26	vfdb	NP_250137	(fliP) flagellar biosynthetic protein FliP [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]	
P8_megaHit.fasta	k191_315527	1413	2088	+	fliG	1-673/1017	========/==....	1/3	66.18	84.76	vfdb	NP_249793	(fliG) flagellar motor switch protein G [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]	
P8_megaHit.fasta	k191_321795	507	980	+	hsiB1/vipA/tssB	21-494/519	===============	0/0	91.33	88.40	vfdb	NP_248773	(hsiB1/vipA/tssB) type VI secretion system tubule-forming protein VipA [HSI-1 (VF0334) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]	
P8_megaHit.fasta	k191_33947	6	1319	+	fliI	1-1314/1356	========/======	8/12	96.46	83.41	vfdb	NP_249795	(fliI) flagellum-specific ATP synthase FliI [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]	
P8_megaHit.fasta	k191_34031	6	1297	+	fliI	1-1292/1356	========/======	8/12	94.84	84.13	vfdb	NP_249795	(fliI) flagellum-specific ATP synthase FliI [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]	
P8_megaHit.fasta	k191_341591	1	186	+	acpXL	13-198/237	=============..	0/0	78.48	80.11	vfdb	WP_002963616	(acpXL) acyl carrier protein [LPS (VF0367) - Immune modulation (VFC0258)] [Brucella melitensis bv. 1 str. 16M]	
P8_megaHit.fasta	k191_343719	270	1368	+	hsiC1/vipB/tssC	56-1154/1497	============...	0/0	73.41	87.81	vfdb	NP_248774	(hsiC1/vipB/tssC) type VI secretion system tubule-forming protein VipB [HSI-1 (VF0334) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]	
P8_megaHit.fasta	k191_346246	1	249	+	fliQ	22-270/270	.==============	0/0	92.22	81.93	vfdb	NP_250138	(fliQ) flagellar biosynthetic protein FliQ [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]	
P8_megaHit.fasta	k191_346300	1067	2000	-	fliG	82-1015/1017	.=======/======	2/2	91.74	85.45	vfdb	NP_249793	(fliG) flagellar motor switch protein G [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]	
P8_megaHit.fasta	k191_348191	190	862	+	fliA	65-734/744	.=======/======	3/5	89.92	80.12	vfdb	NP_250146	(fliA) flagellar biosynthesis sigma factor FliA [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]	
P8_megaHit.fasta	k191_348191	1042	1414	+	cheY	1-373/375	========/======	2/2	99.20	80.75	vfdb	NP_250147	(cheY) chemotaxis protein CheY [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]	
P8_megaHit.fasta	k191_3507	160	918	-	crc	22-780/780	===============	0/0	97.31	82.87	vfdb	NP_254019	(crc) catabolite repression control protein [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1]	
P8_megaHit.fasta	k191_351946	158	1104	-	pvdM	385-1331/1347	....===========	0/0	70.30	80.57	vfdb	NP_251083	(pvdM) dipeptidase precursor [Pyoverdine (VF0094) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas aeruginosa PAO1]	
P8_megaHit.fasta	k191_353497	603	1413	+	algW	1-811/1170	========/==....	2/2	69.23	81.65	vfdb	NP_253136	(algW) AlgW protein [Alginate (VF0091) - Biofilm (VFC0271)] [Pseudomonas aeruginosa PAO1]	
P8_megaHit.fasta	k191_358493	1	292	-	PA1464	26-317/480	==========.....	0/0	60.83	85.27	vfdb	NP_250155	(PA1464) purine-binding chemotaxis protein [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]	
P8_megaHit.fasta	k191_363053	4	608	-	motA	1-605/852	===========....	0/0	71.01	81.49	vfdb	NP_253641	(motA) flagellar motor protein [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]	
P8_megaHit.fasta	k191_369138	1	991	-	alg8	473-1463/1485	....===========	0/0	66.73	84.46	vfdb	NP_252231	(alg8) alginate-c5-mannuronan-epimerase AlgG [Alginate (VF0091) - Biofilm (VFC0271)] [Pseudomonas aeruginosa PAO1]	
P8_megaHit.fasta	k191_370785	954	1223	-	fliQ	1-270/270	===============	0/0	100.00	81.48	vfdb	NP_250138	(fliQ) flagellar biosynthetic protein FliQ [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]	
P8_megaHit.fasta	k191_370785	1237	1927	-	fliP	69-759/768	.==============	0/0	89.97	83.21	vfdb	NP_250137	(fliP) flagellar biosynthetic protein FliP [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]	
P8_megaHit.fasta	k191_371830	3	694	-	crc	1-692/780	==============.	0/0	88.72	81.36	vfdb	NP_254019	(crc) catabolite repression control protein [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1]	
P8_megaHit.fasta	k191_377593	1281	3149	-	flhA	249-2114/2124	.=======/======	5/7	87.76	81.67	vfdb	NP_250143	(flhA) flagellar biosynthesis protein FlhA [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]	
P8_megaHit.fasta	k191_378321	135	646	-	pvdS	1-512/564	==============.	0/0	90.78	83.98	vfdb	NP_251116	(pvdS) extracytoplasmic-function sigma-70 factor  [Pyoverdine (VF0094) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas aeruginosa PAO1]	
P8_megaHit.fasta	k191_389859	4	567	+	crc	217-780/780	....===========	0/0	72.31	82.98	vfdb	NP_254019	(crc) catabolite repression control protein [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1]	
P8_megaHit.fasta	k191_391172	84	625	-	motC	200-741/741	....===========	0/0	73.14	83.03	vfdb	NP_250151	(motC) flagellar motor protein [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]	
P8_megaHit.fasta	k191_398947	1062	1514	+	PA1464	28-480/480	===============	0/0	94.38	84.77	vfdb	NP_250155	(PA1464) purine-binding chemotaxis protein [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]	
P8_megaHit.fasta	k191_399722	611	906	-	flgC	149-441/441	....====/======	3/5	66.21	82.49	vfdb	NP_249769	(flgC) flagellar basal-body rod protein FlgC [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]	
P8_megaHit.fasta	k191_400022	714	1111	+	algU	1-398/582	===========....	0/0	68.38	81.41	vfdb	NP_249453	(algU) alginate biosynthesis protein AlgZ/FimS [Alginate (VF0091) - Biofilm (VFC0271)] [Pseudomonas aeruginosa PAO1]	
P8_megaHit.fasta	k191_400730	836	1329	-	fliA	244-734/744	....====/======	1/3	65.99	80.36	vfdb	NP_250146	(fliA) flagellar biosynthesis sigma factor FliA [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]	
P8_megaHit.fasta	k191_403100	22	592	+	algU	1-571/582	===============	0/0	98.11	80.03	vfdb	NP_249453	(algU) alginate biosynthesis protein AlgZ/FimS [Alginate (VF0091) - Biofilm (VFC0271)] [Pseudomonas aeruginosa PAO1]	
P8_megaHit.fasta	k191_411222	3	671	+	crc	112-780/780	..=============	0/0	85.77	81.76	vfdb	NP_254019	(crc) catabolite repression control protein [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1]	
P8_megaHit.fasta	k191_411278	736	1178	-	fliN	23-474/474	========/======	8/21	92.19	80.57	vfdb	NP_250135	(fliN) flagellar motor switch protein FliN [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]	
P8_megaHit.fasta	k191_412595	61	455	-	pilG	1-395/408	===============	0/0	96.81	83.54	vfdb	NP_249099	(pilG) twitching motility protein PilG [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1]	
P8_megaHit.fasta	k191_420296	91	360	-	fliQ	1-270/270	===============	0/0	100.00	80.00	vfdb	NP_250138	(fliQ) flagellar biosynthetic protein FliQ [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]	
P8_megaHit.fasta	k191_425977	1145	1614	-	hcp1	1-470/489	========/======	2/2	95.91	82.17	vfdb	NP_248775	(hcp1) type VI secretion system substrate Hcp1 [HSI-1 (VF0334) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]	
P8_megaHit.fasta	k191_426990	161	613	+	PA1464	28-480/480	===============	0/0	94.38	86.75	vfdb	NP_250155	(PA1464) purine-binding chemotaxis protein [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]	
P8_megaHit.fasta	k191_433786	235	1078	-	rpoS	158-1001/1005	..=============	0/0	83.98	82.94	vfdb	NP_252312	(rpoS) RNA polymerase sigma factor RpoS [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1]	
P8_megaHit.fasta	k191_442329	1	988	+	flgI	123-1110/1110	.=======/======	2/2	88.92	84.73	vfdb	NP_249775	(flgI) flagellar P-ring protein precursor FlgI [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]	
P8_megaHit.fasta	k191_448143	55	676	+	pvdO	77-698/855	.=======/====..	4/6	72.40	81.28	vfdb	NP_251085	(pvdO) pyoverdine biosynthesis protein PvdO [Pyoverdine (VF0094) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas aeruginosa PAO1]	
P8_megaHit.fasta	k191_46403	1	1182	+	hsiG1/tssF	679-1860/1860	.....===/======	6/6	63.39	81.10	vfdb	NP_248778	(hsiG1/tssF) type VI secretion system hcp secretion island protein HsiG1 [HSI-1 (VF0334) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]	
P8_megaHit.fasta	k191_46403	2182	3862	+	clpV1	1-1726/2709	========/=.....	7/47	62.02	82.75	vfdb	NP_248780	(clpV1) type VI secretion system AAA+ family ATPase [HSI-1 (VF0334) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]	
P8_megaHit.fasta	k191_46960	15	663	-	motA	202-850/852	...=====/======	2/2	76.06	82.61	vfdb	NP_253641	(motA) flagellar motor protein [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]	
P8_megaHit.fasta	k191_5264	1	1193	+	pvdH	215-1407/1410	..=============	0/0	84.61	83.57	vfdb	NP_251103	(pvdH) diaminobutyrate-2-oxoglutarate aminotransferase PvdH [Pyoverdine (VF0094) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas aeruginosa PAO1]	
P8_megaHit.fasta	k191_5264	1282	1470	+	mbtH-like	1-189/219	=============..	0/0	86.30	85.19	vfdb	NP_251102	(mbtH-like) MbtH-like protein from the pyoverdine cluster [Pyoverdine (VF0094) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas aeruginosa PAO1]	
P8_megaHit.fasta	k191_56807	1	290	+	pilG	106-395/408	...============	0/0	71.08	84.14	vfdb	NP_249099	(pilG) twitching motility protein PilG [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1]	
P8_megaHit.fasta	k191_58498	102	836	+	PA3348	12-743/825	========/=====.	3/5	88.61	80.98	vfdb	NP_252038	(PA3348) chemotaxis protein methyltransferase [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]	
P8_megaHit.fasta	k191_60377	1	419	-	fliN	23-450/474	========/======	7/13	87.97	80.00	vfdb	NP_250135	(fliN) flagellar motor switch protein FliN [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]	
P8_megaHit.fasta	k191_6261	23	1120	-	pvdH	310-1407/1410	...============	0/0	77.87	81.88	vfdb	NP_251103	(pvdH) diaminobutyrate-2-oxoglutarate aminotransferase PvdH [Pyoverdine (VF0094) - Nutritional/Metabolic factor (VFC0272)] [Pseudomonas aeruginosa PAO1]	
P8_megaHit.fasta	k191_64294	6	203	-	acpXL	1-198/237	=============..	0/0	83.54	80.30	vfdb	WP_002963616	(acpXL) acyl carrier protein [LPS (VF0367) - Immune modulation (VFC0258)] [Brucella melitensis bv. 1 str. 16M]	
P8_megaHit.fasta	k191_65696	276	1050	+	flgG	8-782/786	========/======	2/4	98.35	81.21	vfdb	NP_249773	(flgG) flagellar basal-body rod protein FlgG [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]	
P8_megaHit.fasta	k191_74338	3	218	+	acpXL	58-273/282	...============	0/0	76.60	80.09	vfdb	WP_002963985	(acpXL) acyl carrier protein [LPS (VF0367) - Immune modulation (VFC0258)] [Brucella melitensis bv. 1 str. 16M]	
P8_megaHit.fasta	k191_76092	2	624	-	fleN	10-632/843	============...	0/0	73.90	85.23	vfdb	NP_250145	(fleN) flagellar synthesis regulator FleN [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]	
P8_megaHit.fasta	k191_80838	1	292	+	pilH	75-366/366	...============	0/0	79.78	80.48	vfdb	NP_249100	(pilH) twitching motility protein PilH [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1]	
P8_megaHit.fasta	k191_83716	828	1160	-	pilH	1-333/366	==============.	0/0	90.98	83.18	vfdb	NP_249100	(pilH) twitching motility protein PilH [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1]	
P8_megaHit.fasta	k191_86290	93	867	+	flgG	8-782/786	========/======	2/4	98.35	81.98	vfdb	NP_249773	(flgG) flagellar basal-body rod protein FlgG [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]	
P8_megaHit.fasta	k191_86290	992	1608	+	flgH	68-684/696	.==============	0/0	88.65	80.39	vfdb	NP_249774	(flgH) flagellar L-ring protein precursor FlgH [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]	
P8_megaHit.fasta	k191_86290	1684	2736	+	flgI	58-1110/1110	===============	0/0	94.86	84.81	vfdb	NP_249775	(flgI) flagellar P-ring protein precursor FlgI [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]	
P9_megaHit.fasta	k191_100287	7	817	+	fliG	205-1015/1017	..======/======	2/2	79.65	86.08	vfdb	NP_249793	(fliG) flagellar motor switch protein G [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]	
P9_megaHit.fasta	k191_10527	1	583	+	flgH	112-694/696	..======/======	2/4	83.48	80.34	vfdb	NP_249774	(flgH) flagellar L-ring protein precursor FlgH [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]	
P9_megaHit.fasta	k191_107037	311	751	+	hsiB1/vipA/tssB	21-461/519	==============.	0/0	84.97	87.98	vfdb	NP_248773	(hsiB1/vipA/tssB) type VI secretion system tubule-forming protein VipA [HSI-1 (VF0334) - Effector delivery system (VFC0086)] [Pseudomonas aeruginosa PAO1]	
P9_megaHit.fasta	k191_108906	95	869	+	flgG	8-782/786	========/======	2/8	98.09	81.52	vfdb	NP_249773	(flgG) flagellar basal-body rod protein FlgG [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]	
P9_megaHit.fasta	k191_108906	944	1582	+	flgH	47-685/696	.==============	0/0	91.81	84.19	vfdb	NP_249774	(flgH) flagellar L-ring protein precursor FlgH [Flagella (VF0273) - Motility (VFC0204)] [Pseudomonas aeruginosa PAO1]	
