#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
P6_megaHit.fasta	k127_282302	1472	2287	+	sul2	1-816/816	===============	0/0	100.00	100.00	card	AY055428.1:21084-20268	Sul2 is a sulfonamide resistant dihydropteroate synthase of Gram-negative bacteria usually found on small plasmids.	sulfonamide
P6_megaHit.fasta	k127_297537	283	612	+	RbpA	1-330/345	===============	0/0	95.65	86.06	card	HQ203032.1:0-345	RNA-polymerase binding protein which confers resistance to rifampin.	rifamycin
P6_megaHit.fasta	k127_347407	343	1005	-	mtrA	21-683/687	===============	0/0	96.51	85.97	card	AL123456.3:3627349-3626662	MtrA is a transcriptional activator of the MtrCDE multidrug efflux pump of Neisseria gonorrhoeae.	macrolide;penam
P6_megaHit.fasta	k127_362704	1314	2771	-	efpA	126-1587/1593	.=======/======	11/16	91.15	80.65	card	AL123456.3:3154631-3153038	efpA is an MFS transporter found in Mycobacterium tuberculosis.	isoniazid-like;rifamycin
P6_megaHit.fasta	k127_377909	6274	6956	-	mtrA	1-683/687	===============	0/0	99.42	85.80	card	AL123456.3:3627349-3626662	MtrA is a transcriptional activator of the MtrCDE multidrug efflux pump of Neisseria gonorrhoeae.	macrolide;penam
P6_megaHit.fasta	k127_405383	214	1681	-	efpA	123-1593/1593	.=======/======	11/21	91.59	80.27	card	AL123456.3:3154631-3153038	efpA is an MFS transporter found in Mycobacterium tuberculosis.	isoniazid-like;rifamycin
P6_megaHit.fasta	k127_420835	1	247	-	RbpA	1-247/345	===========....	0/0	71.59	90.28	card	HQ203032.1:0-345	RNA-polymerase binding protein which confers resistance to rifampin.	rifamycin
P6_megaHit.fasta	k127_424347	845	1705	-	TEM-116	1-861/861	===============	0/0	100.00	100.00	card	U36911.1:1429-2290	TEM-116 is a broad-spectrum beta-lactamase found in many species of bacteria.	cephalosporin;monobactam;penam;penem
P6_megaHit.fasta	k127_429492	1	753	+	aadA22	37-792/792	========/======	1/3	95.08	96.69	card	AM261837.1:73-865	aadA22 is an aminoglycoside nucleotidyltransferase gene encoded by plasmids and integrons in S. enterica and E. coli.	aminoglycoside
P6_megaHit.fasta	k127_510351	151	389	+	RbpA	1-239/345	===========....	0/0	69.28	85.77	card	HQ203032.1:0-345	RNA-polymerase binding protein which confers resistance to rifampin.	rifamycin
P6_megaHit.fasta	k127_519733	4787	5116	+	RbpA	1-330/345	===============	0/0	95.65	87.58	card	HQ203032.1:0-345	RNA-polymerase binding protein which confers resistance to rifampin.	rifamycin
P6_megaHit.fasta	k127_569487	6	316	+	RbpA	22-332/345	===============	0/0	90.14	86.82	card	HQ203032.1:0-345	RNA-polymerase binding protein which confers resistance to rifampin.	rifamycin
P6_megaHit.fasta	k127_569999	2	440	+	mtrA	247-685/687	.....==========	0/0	63.90	86.56	card	AL123456.3:3627349-3626662	MtrA is a transcriptional activator of the MtrCDE multidrug efflux pump of Neisseria gonorrhoeae.	macrolide;penam
P6_megaHit.fasta	k127_615701	60	899	+	sul1	1-840/840	===============	0/0	100.00	100.00	card	JF969163.1:1053-1893	Sul1 is a sulfonamide resistant dihydropteroate synthase of Gram-negative bacteria. It is linked to other resistance genes of class 1 integrons.	sulfonamide
P6_megaHit.fasta	k127_62368	3329	4013	-	mtrA	1-685/687	===============	0/0	99.71	86.13	card	AL123456.3:3627349-3626662	MtrA is a transcriptional activator of the MtrCDE multidrug efflux pump of Neisseria gonorrhoeae.	macrolide;penam
P6_megaHit.fasta	k127_665195	148	719	+	OXA-129	1-572/804	===========....	0/0	71.14	88.81	card	AM932669.1:698-1502	OXA-129 is a beta-lactamase found in Salmonella enterica.	carbapenem;cephalosporin;penam
P6_megaHit.fasta	k127_666702	175	433	-	qacL	75-333/333	...============	0/0	77.78	100.00	card	DQ149925.1:188-521	A subunit of the qac multidrug efflux pump in Vibrio cholerae.	disinfecting_agents_and_antiseptics
P6_megaHit.fasta	k127_667190	1	473	-	mtrA	1-473/687	===========....	0/0	68.85	86.05	card	AL123456.3:3627349-3626662	MtrA is a transcriptional activator of the MtrCDE multidrug efflux pump of Neisseria gonorrhoeae.	macrolide;penam
P6_megaHit.fasta	k127_691455	511	629	+	rsmA	1-119/186	==========.....	0/0	63.98	80.67	card	AF061757.1:834-1020	rsmA is a gene that regulates virulence of Pseudomonas aeruginosa. However its negative effect on MexEF-OprN overexpression has been noted to confer resistance to various antibiotics. It's Escherichia coli homolog is csrA.	diaminopyrimidine;fluoroquinolone;phenicol
P6_megaHit.fasta	k127_730621	245	574	-	RbpA	1-330/345	===============	0/0	95.65	87.58	card	HQ203032.1:0-345	RNA-polymerase binding protein which confers resistance to rifampin.	rifamycin
P7_megaHit.fasta	k191_112157	1	586	-	sul1	3-588/840	===========....	0/0	69.76	100.00	card	JF969163.1:1053-1893	Sul1 is a sulfonamide resistant dihydropteroate synthase of Gram-negative bacteria. It is linked to other resistance genes of class 1 integrons.	sulfonamide
P7_megaHit.fasta	k191_123492	1	1016	+	OpmH	400-1418/1449	...=====/======	10/21	69.50	81.42	card	AE004091.2:5584100-5585549	OpmH is an outer membrane efflux protein required for triclosan-specific efflux pump function.	disinfecting_agents_and_antiseptics
P7_megaHit.fasta	k191_169308	4130	4987	+	OXA-157	1-858/858	===============	0/0	100.00	100.00	card	KP771985.1:172-1030	OXA-157 is a beta-lactamase. From the Lahey list of OXA beta-lactamases.	carbapenem;cephalosporin;penam
P7_megaHit.fasta	k191_17474	176	485	-	YajC	28-337/339	.==============	0/0	91.45	82.58	card	VAOQ01003483.1:0-339	YajC interacts with the AcrAB-TolC efflux pump in a way that in uncharacterized but is shown to grant increased fitness in the presence of linezolid rifampicin and vancomycin.	cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycopeptide;glycylcycline;oxazolidinone;penam;phenicol;rifamycin;tetracycline
P7_megaHit.fasta	k191_18586	7657	9847	-	ceoB	888-3078/3084	....====/======	4/6	70.95	80.31	card	U97042.1:1263-4347	ceoB is a cytoplasmic membrane component of the CeoAB-OpcM efflux pump.	aminoglycoside;fluoroquinolone
P7_megaHit.fasta	k191_204556	928	1605	+	Pseudomonas_aeruginosa_CpxR	1-678/678	========/======	4/6	99.56	81.06	card	LT673656.1:1885022-1884344	CpxR is directly involved in activation of expression of RND efflux pump MexAB-OprM in P. aeruginosa. CpxR is required to enhance mexAB-oprM expression and drug resistance in the absence of repressor MexR.	aminocoumarin;aminoglycoside;carbapenem;cephalosporin;cephamycin;diaminopyrimidine;fluoroquinolone;macrolide;monobactam;penam;penem;peptide;phenicol;sulfonamide;tetracycline
P7_megaHit.fasta	k191_241976	1518	4558	+	ceoB	1-3041/3084	========/======	6/6	98.51	80.65	card	U97042.1:1263-4347	ceoB is a cytoplasmic membrane component of the CeoAB-OpcM efflux pump.	aminoglycoside;fluoroquinolone
P7_megaHit.fasta	k191_29456	107	416	-	YajC	28-337/339	.==============	0/0	91.45	81.61	card	VAOQ01003483.1:0-339	YajC interacts with the AcrAB-TolC efflux pump in a way that in uncharacterized but is shown to grant increased fitness in the presence of linezolid rifampicin and vancomycin.	cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycopeptide;glycylcycline;oxazolidinone;penam;phenicol;rifamycin;tetracycline
P7_megaHit.fasta	k191_345817	1537	2214	+	Pseudomonas_aeruginosa_CpxR	1-678/678	========/======	7/8	99.41	80.35	card	LT673656.1:1885022-1884344	CpxR is directly involved in activation of expression of RND efflux pump MexAB-OprM in P. aeruginosa. CpxR is required to enhance mexAB-oprM expression and drug resistance in the absence of repressor MexR.	aminocoumarin;aminoglycoside;carbapenem;cephalosporin;cephamycin;diaminopyrimidine;fluoroquinolone;macrolide;monobactam;penam;penem;peptide;phenicol;sulfonamide;tetracycline
P7_megaHit.fasta	k191_357048	4516	4821	+	YajC	37-339/339	.=======/======	2/5	89.09	82.41	card	VAOQ01003483.1:0-339	YajC interacts with the AcrAB-TolC efflux pump in a way that in uncharacterized but is shown to grant increased fitness in the presence of linezolid rifampicin and vancomycin.	cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycopeptide;glycylcycline;oxazolidinone;penam;phenicol;rifamycin;tetracycline
P7_megaHit.fasta	k191_361632	95	313	-	YajC	119-337/339	.....==========	0/0	64.60	84.47	card	VAOQ01003483.1:0-339	YajC interacts with the AcrAB-TolC efflux pump in a way that in uncharacterized but is shown to grant increased fitness in the presence of linezolid rifampicin and vancomycin.	cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycopeptide;glycylcycline;oxazolidinone;penam;phenicol;rifamycin;tetracycline
P7_megaHit.fasta	k191_361642	95	398	-	YajC	37-337/339	.=======/======	2/5	88.50	82.95	card	VAOQ01003483.1:0-339	YajC interacts with the AcrAB-TolC efflux pump in a way that in uncharacterized but is shown to grant increased fitness in the presence of linezolid rifampicin and vancomycin.	cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycopeptide;glycylcycline;oxazolidinone;penam;phenicol;rifamycin;tetracycline
P7_megaHit.fasta	k191_36864	136	700	+	TEM-116	1-565/861	==========.....	0/0	65.62	100.00	card	U36911.1:1429-2290	TEM-116 is a broad-spectrum beta-lactamase found in many species of bacteria.	cephalosporin;monobactam;penam;penem
P7_megaHit.fasta	k191_444113	2500	3218	+	OXA-154	161-879/879	..=============	0/0	81.80	83.31	card	LT906435.1:4450450-4449571	OXA-154 is a beta-lactamase. From the Lahey list of OXA beta-lactamases.	carbapenem;cephalosporin;penam
P7_megaHit.fasta	k191_448235	15663	16386	-	OXA-153	147-870/870	..=============	0/0	83.22	83.84	card	CEWL01000009.1:24671-23801	OXA-153 is a beta-lactamase. From the Lahey list of OXA beta-lactamases.	carbapenem;cephalosporin;penam
P7_megaHit.fasta	k191_495200	26	772	-	Rm3	123-869/909	..=============	0/0	82.18	81.79	card	KF485393.2:6723-7632	Rm3 is a class B3 metallo-beta-lactamase isolated from a metagenomic soil sample in Yorkshire United Kingdom shown to confer resistance to clinically used penicillins cephalosporins and carbapenems.	carbapenem;cephalosporin;penam
P7_megaHit.fasta	k191_499702	515	1187	-	Pseudomonas_aeruginosa_CpxR	1-673/678	========/======	6/10	98.53	80.24	card	LT673656.1:1885022-1884344	CpxR is directly involved in activation of expression of RND efflux pump MexAB-OprM in P. aeruginosa. CpxR is required to enhance mexAB-oprM expression and drug resistance in the absence of repressor MexR.	aminocoumarin;aminoglycoside;carbapenem;cephalosporin;cephamycin;diaminopyrimidine;fluoroquinolone;macrolide;monobactam;penam;penem;peptide;phenicol;sulfonamide;tetracycline
P7_megaHit.fasta	k191_557217	247	3298	-	MexK	7-3064/3078	========/======	5/10	99.09	80.42	card	AE004091.2:4119265-4116187	MexK is the inner membrane resistance-nodulation-cell division (RND) transporter in the MexJK multidrug efflux protein.	disinfecting_agents_and_antiseptics;macrolide;tetracycline
P7_megaHit.fasta	k191_62667	86	395	-	YajC	28-337/339	.==============	0/0	91.45	81.61	card	VAOQ01003483.1:0-339	YajC interacts with the AcrAB-TolC efflux pump in a way that in uncharacterized but is shown to grant increased fitness in the presence of linezolid rifampicin and vancomycin.	cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycopeptide;glycylcycline;oxazolidinone;penam;phenicol;rifamycin;tetracycline
P7_megaHit.fasta	k191_731302	2905	3636	-	OXA-157	127-858/858	..=============	0/0	85.31	86.20	card	KP771985.1:172-1030	OXA-157 is a beta-lactamase. From the Lahey list of OXA beta-lactamases.	carbapenem;cephalosporin;penam
P8_megaHit.fasta	k191_110718	268	1043	+	mefC	1-776/1224	==========.....	0/0	63.40	99.10	card	AB571865.1:145536-144312	mefC is a macrolide efflux gene isolated from a plasmid in Photobacterium damselae.	macrolide
P8_megaHit.fasta	k191_120038	931	1635	+	BJP-1	1-705/885	============...	0/0	79.66	83.12	card	CP011360.1:6169922-6170807	BJP-1 is a subclass B3 ortholog found in Bradyrhizobium japonicum that hydrolyzes most beta-lactams except aztreonam ticarcillin and temocillin.	carbapenem
P8_megaHit.fasta	k191_121524	1206	2114	+	AER-1	7-915/915	===============	0/0	99.34	83.61	card	U14748.1:324-1239	AER-1 is a beta-lactamase found in Aeromonas hydrophila.	penam
P8_megaHit.fasta	k191_122517	75	1193	-	OpmH	300-1421/1449	..======/======	6/7	77.09	81.05	card	AE004091.2:5584100-5585549	OpmH is an outer membrane efflux protein required for triclosan-specific efflux pump function.	disinfecting_agents_and_antiseptics
P8_megaHit.fasta	k191_135053	6	211	-	YajC	28-233/339	.==========....	0/0	60.77	83.98	card	VAOQ01003483.1:0-339	YajC interacts with the AcrAB-TolC efflux pump in a way that in uncharacterized but is shown to grant increased fitness in the presence of linezolid rifampicin and vancomycin.	cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycopeptide;glycylcycline;oxazolidinone;penam;phenicol;rifamycin;tetracycline
P8_megaHit.fasta	k191_193287	172	483	+	YajC	28-339/339	.==============	0/0	92.04	82.69	card	VAOQ01003483.1:0-339	YajC interacts with the AcrAB-TolC efflux pump in a way that in uncharacterized but is shown to grant increased fitness in the presence of linezolid rifampicin and vancomycin.	cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycopeptide;glycylcycline;oxazolidinone;penam;phenicol;rifamycin;tetracycline
P8_megaHit.fasta	k191_199926	906	2330	+	tet(Q)	1-1425/1974	===========....	0/0	72.19	97.54	card	Z21523.1:0-1974	Tet(Q) is a ribosomal protection protein. Its gene is associated with a conjugative transposon and has been found in both Gram-positive and Gram-negative bacteria.	tetracycline
P8_megaHit.fasta	k191_204791	22	369	-	qacEdelta1	1-348/348	===============	0/0	100.00	100.00	card	U49101.1:1490-1838	QacEdelta1 is a resistance gene conferring resistance to antiseptics. It is different from QacE only at the 3'-terminus.	disinfecting_agents_and_antiseptics
P8_megaHit.fasta	k191_235680	314	875	+	QnrS2	1-562/657	=============..	0/0	85.54	99.82	card	DQ485530.1:0-657	QnrS2 is a plasmid-mediated quinolone resistance protein found in Salmonella enterica.	fluoroquinolone
P8_megaHit.fasta	k191_239038	114	419	-	YajC	37-339/339	.=======/======	2/7	88.79	82.14	card	VAOQ01003483.1:0-339	YajC interacts with the AcrAB-TolC efflux pump in a way that in uncharacterized but is shown to grant increased fitness in the presence of linezolid rifampicin and vancomycin.	cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycopeptide;glycylcycline;oxazolidinone;penam;phenicol;rifamycin;tetracycline
P8_megaHit.fasta	k191_300135	114	419	-	YajC	37-339/339	.=======/======	2/5	89.09	83.39	card	VAOQ01003483.1:0-339	YajC interacts with the AcrAB-TolC efflux pump in a way that in uncharacterized but is shown to grant increased fitness in the presence of linezolid rifampicin and vancomycin.	cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycopeptide;glycylcycline;oxazolidinone;penam;phenicol;rifamycin;tetracycline
P8_megaHit.fasta	k191_321455	2	625	-	THIN-B	276-887/951	....====/======	1/12	64.35	81.41	card	AJ250876.1:36-987	THIN-B isolated from Janthinobacterium lividum hydrolyzes a broad spectrum of beta-lactams including penicillins cephalosporins and carbapenems.	carbapenem;cephalosporin;penam
P8_megaHit.fasta	k191_340272	112	741	-	GES-20	233-864/864	...=====/======	1/2	72.92	99.68	card	JN596280.1:2847-3711	GES-20 is a beta-lactamase found in the Enterobacteriaceae family.	carbapenem;cephalosporin;penam
P8_megaHit.fasta	k191_378095	2146	2983	-	sul1	3-840/840	===============	0/0	99.76	100.00	card	JF969163.1:1053-1893	Sul1 is a sulfonamide resistant dihydropteroate synthase of Gram-negative bacteria. It is linked to other resistance genes of class 1 integrons.	sulfonamide
P8_megaHit.fasta	k191_395775	172	387	+	YajC	1-216/339	==========.....	0/0	63.72	80.56	card	VAOQ01003483.1:0-339	YajC interacts with the AcrAB-TolC efflux pump in a way that in uncharacterized but is shown to grant increased fitness in the presence of linezolid rifampicin and vancomycin.	cephalosporin;disinfecting_agents_and_antiseptics;fluoroquinolone;glycopeptide;glycylcycline;oxazolidinone;penam;phenicol;rifamycin;tetracycline
P8_megaHit.fasta	k191_397132	241	1056	-	sul2	1-816/816	===============	0/0	100.00	100.00	card	AY055428.1:21084-20268	Sul2 is a sulfonamide resistant dihydropteroate synthase of Gram-negative bacteria usually found on small plasmids.	sulfonamide
P8_megaHit.fasta	k191_412374	18298	19167	-	CAU-1	1-870/870	========/======	3/6	99.66	83.50	card	AJ308331.1:0-870	CAU-1 is a B3 metallo-beta-lactamase that is encoded by the Caulobacter crescentus chromosome.	carbapenem;penam
P8_megaHit.fasta	k191_434187	25307	26081	+	Rm3	114-888/909	.==============	0/0	85.26	81.16	card	KF485393.2:6723-7632	Rm3 is a class B3 metallo-beta-lactamase isolated from a metagenomic soil sample in Yorkshire United Kingdom shown to confer resistance to clinically used penicillins cephalosporins and carbapenems.	carbapenem;cephalosporin;penam
P8_megaHit.fasta	k191_439066	218	895	-	Pseudomonas_aeruginosa_CpxR	1-678/678	========/======	6/18	98.67	80.20	card	LT673656.1:1885022-1884344	CpxR is directly involved in activation of expression of RND efflux pump MexAB-OprM in P. aeruginosa. CpxR is required to enhance mexAB-oprM expression and drug resistance in the absence of repressor MexR.	aminocoumarin;aminoglycoside;carbapenem;cephalosporin;cephamycin;diaminopyrimidine;fluoroquinolone;macrolide;monobactam;penam;penem;peptide;phenicol;sulfonamide;tetracycline
